Setor,Data Aquisição,Tipo Equipamento,Valor,Garantia
BIOENGENHARIA,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 2,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
GERENCIA DE PRONTO SOCORRO,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 2,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,22/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
ONCOLOGIA,22/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO DE PEDIATRIA,22/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
CENTRO CIRURGICO,22/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,13/08/2013,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,22/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,22/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,22/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA,22/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,23/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
CENTRO OBSTETRICO,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
GINECOLOGIA E OBSTETRÍCIA DE ALTO RISCO,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
CIRÚRGICA 2,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
ONCOLOGIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 2,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
ONCOLOGIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,24/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE LABORATORIO DE ANALISES CLINICAS,22/10/2013,CORADOR LAMINA,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,SERRA CIRURGICA OSSEA PNEUMATICA OSCILANTE,0,NÃO
BIOENGENHARIA,18/03/2015,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,18/03/2015,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,18/03/2015,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,18/03/2015,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO DE PEDIATRIA,18/03/2015,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,18/03/2015,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,18/03/2015,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,18/03/2015,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,18/03/2015,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,18/03/2015,BOMBA INFUSAO USO GERAL,0,NÃO
TRANSPLANTES,18/03/2015,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,18/03/2015,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,18/03/2015,BOMBA INFUSAO USO GERAL,0,NÃO
CENTRO CIRÚRGICO,13/07/2022,PROGRAMADOR ANALISADOR MARCA-PASSO IMPLANTAVEL,"21587,58",NÃO
CIRURGICA 01,15/07/2016,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,15/07/2016,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,15/07/2016,BOMBA INFUSAO USO GERAL,0,NÃO
CENTRO OBSTÉTRICO,15/07/2016,BOMBA INFUSAO USO GERAL,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,15/07/2016,BOMBA INFUSAO USO GERAL,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,15/07/2016,BOMBA INFUSAO USO GERAL,0,NÃO
ECOCARDIOGRAFIA,15/07/2016,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,15/07/2016,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,15/07/2016,BOMBA INFUSAO USO GERAL,5000,NÃO
PRONTO SOCORRO,15/07/2016,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,15/07/2016,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,15/07/2016,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 02,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 2,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRÚRGICA 02,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,08/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 2,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 01,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/08/2018,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRÚRGICA 1,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CLÍNICA MÉDICA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA CORONARIANA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
PLASTICA E QUEIMADOS,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
UTI ADULTO,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CLÍNICA MÉDICA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
ENFERMARIA DE PEDIATRIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CLINICA MEDICA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2017,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 2,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
ONCOLOGIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 01,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
ENFERMARIA PEDIATRIA,09/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
MOLÉSTIAS INFECCIOSAS,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 2,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
ONCOLOGIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
ONCOLOGIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
TERAPIA NUTRICIONAL,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 2,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 02,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 02,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
SETOR DE PRONTO SOCORRO DE GINECOLOGIA E OBSTETRÍCIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CLÍNICA MÉDICA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 01,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
ENFERMARIA DA PEDIATRIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
ENFERMARIA DA PEDIATRIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 01,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
ONCOLOGIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
UTI ADULTO,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRÚRGICA 1,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRÚRGICA 1,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
NEFROLOGIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 01,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
ENFERMARIA DE PEDIATRIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
ONCOLOGIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 02,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,20/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
UTI ADULTO,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO DE PEDIATRIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
ONCOLOGIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
ONCOLOGIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
NEFROLOGIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 01,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
PLASTICA E QUEIMADOS,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
TERAPIA NUTRICONAL,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,06/03/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,06/03/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 01,06/03/2018,BOMBA INFUSAO USO GERAL,0,NÃO
ENFERMARIA DE PEDIATRIA,06/03/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,06/03/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,06/03/2018,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,06/03/2018,BOMBA INFUSAO USO GERAL,0,NÃO
CENTRO CIRURGICO,21/01/2019,TRICOTOMIZADOR PREOPERATORIO,0,NÃO
NEFROLOGIA,21/01/2019,TRICOTOMIZADOR PREOPERATORIO,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,PERFURADOR,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,05/04/2019,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,05/04/2019,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,05/04/2019,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,12/04/2019,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 02,12/04/2019,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,12/04/2019,BOMBA INFUSAO USO GERAL,0,NÃO
ONCOLOGIA,12/02/2019,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,07/10/2013,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,22/08/2019,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA PEDIÁTRICA,22/08/2019,BOMBA INFUSAO USO GERAL,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,30/08/2019,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,28/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,25/05/2020,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,05/06/2020,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,15/06/2020,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO DE PEDIATRIA,22/12/2020,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,22/12/2020,BOMBA INFUSAO USO GERAL,5500,NÃO
TRANSPLANTES,22/12/2020,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,22/12/2020,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,22/12/2020,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,12/01/2021,GLICOSIMETRO,"86,9",NÃO
MATERIAIS E ESTERILIZAÇÃO,16/12/2021,SELADOR PACOTE,0,NÃO
MATERIAIS E ESTERILIZAÇÃO,16/12/2021,SELADOR PACOTE,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,PERFURADOR,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,PERFURADOR,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,SERRA CIRURGICA OSSEA PNEUMATICA OSCILANTE,0,NÃO
BIOENGENHARIA,14/09/2014,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA ADULTO,27/03/2023,SUPORTE ESPECIFICO APARELHO,1111,SIM
INTERNAÇÃO ONCOLOGIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,07/10/2013,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,07/10/2013,BOMBA INFUSAO USO GERAL,0,NÃO
UTI ADULTO,11/11/2011,SUPORTE ESPECIFICO APARELHO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,27/08/2011,SUPORTE ESPECIFICO APARELHO,0,NÃO
UNIDADE DE TERAPIA INTENSIVA GERAL,07/10/2013,SUPORTE ESPECIFICO APARELHO,0,NÃO
BIOENGENHARIA,21/02/2018,BOMBA INFUSAO USO GERAL,0,NÃO
UTI ADULTO,11/11/2011,BOMBA INFUSAO USO GERAL,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,PERFURADOR,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,PERFURADOR,0,NÃO
CENTRO CIRÚRGICO,11/11/2011,PERFURADOR,0,NÃO
CME,11/11/2011,INCUBADORA LAB TESTE TUBO ENSAIO PORTATIL,0,NÃO
MATERIAIS E ESTERILIZAÇÃO,16/12/2021,SELADOR PACOTE,0,NÃO
CENTRO CIRÚRGICO,12/07/2022,SIS RF SELADOR VASOS,"29773,8",NÃO
CENTRO CIRÚRGICO,11/11/2011,PERFURADOR,0,NÃO
PRONTO SOCORRO,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
TRANSPLANTES,28/08/2011,BOMBA INFUSAO USO GERAL,5000,NÃO
CENTRO CIRÚRGICO,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
ONCOLOGIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
SETOR DE PRONTO SOCORRO DE PEDIATRIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
UNIDADE DE TERAPIA INTENSIVA NEONATAL,27/08/2011,BOMBA INFUSAO USO GERAL,5000,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
BIOENGENHARIA,27/08/2011,BOMBA INFUSAO USO GERAL,5000,NÃO
GERÊNCIA DE PRONTO SOCORRO,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
PRONTO SOCORRO,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
GERÊNCIA DE PRONTO SOCORRO,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
CIRURGICA 01,27/08/2011,BOMBA INFUSAO USO GERAL,0,NÃO
