Número de Série,Tipo Equipamento,Marca,Modelo,Sigla US,Órgão,Grupo,Localização,Data Aquisição,Valor,Próprio,Garantia,Parecer Desativação,Desativado,Baixado,Aprovado,Permitir O.S,Crítico
21720637,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,PRONTO SOCORRO,24/09/2014,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
21720359,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,24/09/2014,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
21720611,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,ONCOLOGIA,24/09/2014,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
21720985,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRURGICA 2,24/09/2014,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
21720275,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,24/09/2014,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
21666219,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,24/09/2014,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
21720602,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,24/09/2014,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
21720994,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,24/09/2014,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
21666239,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,24/09/2014,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
21720437,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,24/09/2014,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
21720143,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,ONCOLOGIA,24/09/2014,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
21720168,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,24/09/2014,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
21720100,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,24/09/2014,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
000024,CORADOR LAMINA,VYTTRA,SLIDE INK,HC,UNIDADE DE LABORATÓRIO DE ANÁLISES CLÍNICAS,DEL - ELETROELETRONICA,UNIDADE DE LABORATORIO DE ANALISES CLINICAS,22/10/2013,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
11492,SERRA CIRURGICA OSSEA PNEUMATICA OSCILANTE,HALL,5067 02,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRÚRGICO,11/11/2011,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22357595,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,18/03/2015,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22442504,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,18/03/2015,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22442505,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,18/03/2015,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22442491,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,18/03/2015,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22442493,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,PRONTO SOCORRO DE PEDIATRIA,18/03/2015,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22442506,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,18/03/2015,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22442495,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,18/03/2015,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22442492,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,PRONTO SOCORRO,18/03/2015,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22442496,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,18/03/2015,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22442490,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,18/03/2015,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22442503,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,UNIDADE DE SISTEMA URINÁRIO,DEL - ELETROELETRONICA,TRANSPLANTES,18/03/2015,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22442494,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,18/03/2015,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22442500,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,18/03/2015,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
12043309,PROGRAMADOR ANALISADOR MARCA-PASSO IMPLANTAVEL,ST JUDE MEDICAL,MERLIN-3650,HC,UNIDADE DE BLOCO CIRÚRGICO E PROCESSAMENTO MATERIAL ESTERILIZADO,DEL - ELETROELETRONICA,CENTRO CIRÚRGICO,13/07/2022,"21587,58",NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22568167,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,CIRURGICA 01,15/07/2016,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22568153,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,15/07/2016,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22568164,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,15/07/2016,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22568156,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,UNIDADE DE SAÚDE DA MULHER,DEL - ELETROELETRONICA,CENTRO OBSTÉTRICO,15/07/2016,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22568165,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,GERÊNCIA DE PRONTO SOCORRO,15/07/2016,0,SIM,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22568154,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,GERÊNCIA DE PRONTO SOCORRO,15/07/2016,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22568157,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,UNIDADE DE SISTEMA CARDIOVASCULAR,DEL - ELETROELETRONICA,ECOCARDIOGRAFIA,15/07/2016,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22568150,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,15/07/2016,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22568155,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,15/07/2016,5000,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22568152,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,PRONTO SOCORRO,15/07/2016,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22568151,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,15/07/2016,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
22568166,BOMBA INFUSAO USO GERAL,FRESENIUS,VOLUMAT AGILIA,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,15/07/2016,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251719,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251771,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251792,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251765,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251725,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23221629,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRURGICA 02,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23221621,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251752,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23252244,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRURGICA 2,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251786,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251708,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251784,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE TERAPIA INTENSIVA NEONATAL,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA NEONATAL,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251779,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251762,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRÚRGICA 02,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251795,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,08/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251754,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23252352,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRURGICA 2,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23221644,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251703,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251778,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251735,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,CIRURGICA 01,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23252345,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/08/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23252241,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,PRONTO SOCORRO,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251774,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRÚRGICA 1,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251782,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE CLÍNICA MÉDICA,DEL - ELETROELETRONICA,CLÍNICA MÉDICA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251744,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA GERAL,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251772,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA CORONARIANA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251763,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23221628,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251701,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23221641,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251768,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,PLASTICA E QUEIMADOS,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251748,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,GERÊNCIA DE PRONTO SOCORRO,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23252246,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE URGÊNCIA E EMERGÊNCIA,DEL - ELETROELETRONICA,PRONTO SOCORRO,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23221648,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251745,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UTI ADULTO,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251757,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE CLÍNICA MÉDICA,DEL - ELETROELETRONICA,CLÍNICA MÉDICA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251783,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251739,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,ENFERMARIA DE PEDIATRIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251798,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23252350,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,CLINICA MEDICA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251706,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251751,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE TERAPIA INTENSIVA ADULTO,DEL - ELETROELETRONICA,UNIDADE DE TERAPIA INTENSIVA GERAL,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23221623,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2017,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23252242,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRURGICA 2,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251702,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,ONCOLOGIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251724,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251753,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRURGICA 01,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251785,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251775,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DA CRIANÇA E DO ADOLESCENTE,DEL - ELETROELETRONICA,ENFERMARIA PEDIATRIA,09/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251796,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE CLÍNICA MÉDICA,DEL - ELETROELETRONICA,MOLÉSTIAS INFECCIOSAS,21/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23221618,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,21/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23252349,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,UNIDADE DE CLÍNICA CIRÚRGICA,DEL - ELETROELETRONICA,CIRURGICA 2,21/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23251729,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,21/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23221617,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,21/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23221624,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,21/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
23252245,BOMBA INFUSAO USO GERAL,FRESENIUS,AMIKA,HC,SETOR DE ENGENHARIA CLÍNICA,DEL - ELETROELETRONICA,BIOENGENHARIA,21/02/2018,0,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO
